     n, heap_cmp, heap_swaps, heap_time
 27006,  1916076,     374036,      2576
 27007,  1916824,     374236,      2580
 27008,  1916510,     374117,      2589
 27009,  1916979,     374233,      2582
 27010,  1916763,     374187,      2576
 27011,  1917170,     374284,      2582
 27012,  1916862,     374167,      2584
 27013,  1916745,     374119,      2579
 27014,  1917550,     374363,      2602
 27015,  1917836,     374447,      2560
 27016,  1917448,     374307,      2559
 27017,  1917553,     374343,      2555
 27018,  1917668,     374359,      2593
 27019,  1917181,     374235,      2571
 27020,  1918006,     374447,      2557
 27021,  1917468,     374324,      2555
 27022,  1917864,     374371,      2567
 27023,  1917614,     374321,      2564
 27024,  1917728,     374346,      2547
 27025,  1918320,     374469,      2564
 27026,  1918096,     374413,      2557
 27027,  1917977,     374396,      2558
 27028,  1918252,     374466,      2562
 27029,  1918220,     374466,      2563
 27030,  1919106,     374678,      2578
 27031,  1918083,     374410,      2565
 27032,  1918484,     374499,      2563
 27033,  1918713,     374565,      2558
 27034,  1918930,     374587,      2579
 27035,  1918950,     374623,      2568
 27036,  1918625,     374529,      2558
 27037,  1918613,     374526,      2566
 27038,  1918654,     374556,      2568
 27039,  1919179,     374658,      2565
 27040,  1918873,     374574,      3876
 27041,  1919115,     374633,      2563
 27042,  1919114,     374645,      2575
 27043,  1919005,     374596,      2566
 27044,  1920001,     374848,      2562
 27045,  1919770,     374778,      2566
 27046,  1919687,     374744,      4077
 27047,  1919858,     374823,      2565
 27048,  1919522,     374717,      2566
 27049,  1919848,     374814,      2566
 27050,  1919828,     374763,      2569
 27051,  1919940,     374816,      2563
 27052,  1920185,     374865,      2563
 27053,  1920255,     374897,      2585
 27054,  1920103,     374835,      2567
 27055,  1919551,     374686,      2565
 27056,  1920410,     374858,      2561
 27057,  1920565,     374929,      2564
 27058,  1920658,     374964,      2569
 27059,  1920720,     374972,      2563
 27060,  1920241,     374857,      2559
 27061,  1920813,     375004,      4059
 27062,  1920372,     374863,      2566
 27063,  1920895,     374998,      2572
 27064,  1920717,     374939,      2590
 27065,  1920980,     374993,      2564
 27066,  1921085,     375033,      2560
 27067,  1921215,     375041,      2557
 27068,  1921446,     375094,      2604
 27069,  1921137,     374998,      2567
 27070,  1921772,     375140,      2569
 27071,  1921515,     375102,      2562
 27072,  1921424,     375077,      2578
 27073,  1922273,     375292,      2569
 27074,  1921998,     375229,      2569
 27075,  1922290,     375295,      2569
 27076,  1922330,     375287,      3921
 27077,  1922017,     375211,      2572
 27078,  1922468,     375320,      2573
 27079,  1922487,     375323,      2568
 27080,  1922346,     375310,      2573
 27081,  1922665,     375353,      2569
 27082,  1922638,     375337,      2572
 27083,  1922455,     375271,      2840
 27084,  1922733,     375365,      2579
 27085,  1922667,     375370,      2575
 27086,  1922959,     375425,      2569
 27087,  1922401,     375263,      2587
 27088,  1923039,     375433,      2575
 27089,  1922864,     375356,      2552
 27090,  1922817,     375351,      2693
 27091,  1922629,     375297,      2592
 27092,  1923267,     375464,      2566
 27093,  1923797,     375575,      2552
 27094,  1922826,     375326,      2561
 27095,  1923657,     375527,      2584
 27096,  1923417,     375471,      2566
 27097,  1923459,     375481,      2564
 27098,  1924330,     375680,      2572
 27099,  1924001,     375607,      2571
 27100,  1923891,     375573,      2568
 27101,  1923948,     375605,      2560
 27102,  1923860,     375577,      2564
 27103,  1924083,     375610,      2617
 27104,  1924521,     375720,      2572
 27105,  1923890,     375555,      2572
 27106,  1923915,     375545,      2569
 27107,  1924638,     375779,      2601
 27108,  1924452,     375685,      2570
 27109,  1924426,     375678,      2570
 27110,  1924418,     375674,      2572
 27111,  1925200,     375875,      2571
 27112,  1925050,     375816,      2579
 27113,  1924883,     375787,      2568
 27114,  1925018,     375818,      2593
 27115,  1925004,     375798,      2570
 27116,  1925158,     375835,      2570
 27117,  1925145,     375826,      2579
 27118,  1925199,     375827,      2575
 27119,  1925784,     375958,      2590
 27120,  1924990,     375767,      2568
 27121,  1924561,     375646,      2568
 27122,  1925289,     375830,      2566
 27123,  1926185,     376047,      2577
 27124,  1925490,     375884,      2575
 27125,  1925753,     375940,      2573
 27126,  1925363,     375840,      2570
 27127,  1925692,     375914,      2566
 27128,  1925690,     375870,      2577
 27129,  1925942,     375982,      2576
 27130,  1926028,     375969,      2573
 27131,  1926102,     375994,      2578
 27132,  1926208,     376016,      2576
 27133,  1926135,     375992,      2571
 27134,  1926194,     376002,      2566
 27135,  1925817,     375922,      2566
 27136,  1926454,     376098,      2570
 27137,  1926433,     376066,      2567
 27138,  1926723,     376133,      5407
 27139,  1926451,     376030,      7777
 27140,  1926700,     376142,      4424
 27141,  1927374,     376277,      2574
 27142,  1927147,     376235,      2605
 27143,  1927560,     376329,      2574
 27144,  1927135,     376234,      2585
 27145,  1926778,     376113,      2657
 27146,  1927535,     376292,      2588
 27147,  1927543,     376299,      2573
 27148,  1927870,     376381,      2562
 27149,  1927171,     376192,      3754
 27150,  1927703,     376302,      2919
 27151,  1927718,     376316,      2585
 27152,  1928213,     376434,      2578
 27153,  1927438,     376238,      2580
 27154,  1927641,     376290,      2578
 27155,  1927982,     376369,      2578
 27156,  1928113,     376387,      2581
 27157,  1928176,     376430,      2579
 27158,  1928491,     376473,      2577
 27159,  1928451,     376474,      2577
 27160,  1928603,     376518,      2582
 27161,  1928446,     376453,      2594
 27162,  1928215,     376377,      2579
 27163,  1928808,     376529,      2569
 27164,  1928731,     376512,      2574
 27165,  1928543,     376470,      2577
 27166,  1929068,     376597,      2571
 27167,  1928538,     376453,      2574
 27168,  1928567,     376480,      2573
 27169,  1928837,     376523,      2567
 27170,  1928384,     376421,      2564
 27171,  1928948,     376562,      2571
 27172,  1929496,     376663,      2575
 27173,  1929732,     376729,      2587
 27174,  1929318,     376621,      2569
 27175,  1929620,     376708,      2580
 27176,  1929634,     376697,      2572
 27177,  1929236,     376599,      2579
 27178,  1929634,     376688,      2583
 27179,  1929553,     376643,      2583
 27180,  1929822,     376729,      2578
 27181,  1930386,     376886,      2571
 27182,  1929769,     376689,      2577
 27183,  1929916,     376755,      2573
 27184,  1930294,     376848,      2590
 27185,  1930356,     376829,      2577
 27186,  1930278,     376823,      2578
 27187,  1930646,     376896,      2580
 27188,  1930763,     376970,      2584
 27189,  1930586,     376878,      2565
 27190,  1930661,     376904,      2583
 27191,  1931247,     377063,      2580
 27192,  1930485,     376844,      2577
 27193,  1930979,     376946,      2587
 27194,  1931054,     376983,      2588
 27195,  1931097,     377002,      2583
 27196,  1931261,     377029,      2615
 27197,  1931187,     376998,      2580
 27198,  1931012,     376949,      2588
 27199,  1931189,     376984,      2589
 27200,  1931244,     377001,      2575
 27201,  1931101,     376970,      2580
 27202,  1931667,     377096,      2614
 27203,  1931424,     377037,      2575
 27204,  1931332,     376995,      2583
 27205,  1931735,     377103,      2583
 27206,  1932271,     377228,      2580
 27207,  1932218,     377220,      2578
 27208,  1932018,     377166,      2589
 27209,  1931849,     377082,      2591
 27210,  1931928,     377139,      2589
 27211,  1932619,     377317,      2581
 27212,  1932491,     377249,      2585
 27213,  1932539,     377269,      2590
 27214,  1932440,     377234,      2583
 27215,  1932596,     377244,      2584
 27216,  1932557,     377256,      2577
 27217,  1932536,     377265,      2577
 27218,  1933209,     377419,      2582
 27219,  1932436,     377206,      2575
 27220,  1932846,     377332,      2598
 27221,  1932941,     377336,      2589
 27222,  1933212,     377395,      2586
 27223,  1933305,     377447,      2596
 27224,  1933261,     377392,      2586
 27225,  1932935,     377338,      2589
 27226,  1933444,     377453,      2576
 27227,  1933516,     377452,      4013
 27228,  1933995,     377565,      2664
 27229,  1933678,     377481,      2582
 27230,  1934354,     377678,      2597
 27231,  1933734,     377494,      2597
 27232,  1934160,     377583,      2583
 27233,  1933863,     377485,      2581
 27234,  1934335,     377629,      2622
 27235,  1934534,     377676,      2597
 27236,  1934233,     377610,      2589
 27237,  1934620,     377694,      2577
 27238,  1934463,     377655,      2580
 27239,  1934917,     377760,      2576
 27240,  1934792,     377711,      2589
 27241,  1935144,     377780,      2585
 27242,  1934862,     377710,      2632
 27243,  1934846,     377707,      2593
 27244,  1934704,     377705,      2592
 27245,  1935193,     377804,      2600
 27246,  1935179,     377791,      2588
 27247,  1935304,     377818,      2614
 27248,  1935352,     377828,      2581
 27249,  1935034,     377752,      3514
 27250,  1935045,     377744,      3823
 27251,  1935134,     377760,      2589
 27252,  1935469,     377817,      2617
 27253,  1935740,     377876,      2586
 27254,  1935708,     377864,      2591
 27255,  1935660,     377872,      2586
 27256,  1935624,     377851,      3413
 27257,  1935306,     377773,      3492
 27258,  1935958,     377938,      2637
 27259,  1935756,     377871,      2594
 27260,  1935852,     377895,      2598
 27261,  1936057,     377928,      2585
 27262,  1936461,     378048,      2586
 27263,  1936323,     377997,      3815
 27264,  1936168,     377937,      3274
 27265,  1936357,     377987,      2575
 27266,  1937407,     378274,      2587
 27267,  1936713,     378086,      2577
 27268,  1936809,     378090,      2579
 27269,  1937125,     378177,      2571
 27270,  1936833,     378101,      2613
 27271,  1937270,     378194,      2577
 27272,  1937485,     378232,      2582
 27273,  1937654,     378287,      2586
 27274,  1937410,     378210,      2608
 27275,  1937057,     378113,      2579
 27276,  1937475,     378241,      2574
 27277,  1937814,     378315,      2578
 27278,  1937632,     378275,      2576
 27279,  1937782,     378273,      2578
 27280,  1937789,     378291,      2580
 27281,  1937098,     378109,      2577
